"AÑO","FECHA","DIA","HORA","AREA","DIRECCION HECHO","CONTROLES DE TRANSITO","BARRIO HECHO","CLASE DE ACCIDENTE","CLASE DE SERVICIO","GRAVEDAD DEL ACCIDENTE","CLASE DE VEHICULO","Cordenada Geografica "
"2,023","2023/07/30","domingo","05:40:00","URBANA","TRANSVERSAL 20 CALLE 9A","VERTICAL","COMUNA 8","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.205938 4.097951)"
"2,023","2023/07/31","lunes","07:55:00","URBANA","CALLE 28 CARRERA 25","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198117 4.083484)"
"2,023","2023/07/31","lunes","17:20:00","URBANA","CARRERA 40 ESTACION DE SERVICIO COMBURED TERPEL","NO INFORMA","COMUNA 5","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.201602 4.084402)"
"2,023","2023/07/31","lunes","09:20:00","URBANA","INSTALACIONE INTERNAS UCEVA","HORIZONTALES","INTERIOR UCEVA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198447 4.062877)"
"2,023","2023/08/02","miercoles","No informa","URBANA","CARRERA 30 CALLE 26","NO INFORMA","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.194931 4.08469)"
"2,023","2023/08/03","jueves","14:50:00","URBANA","CARRERA 26 CALLE 24","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196622 4.086902)"
"2,023","2023/08/05","sabado","13:20:00","URBANA","CALLE 37 # 42-13","NO INFORMA","EL RETIRO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.189123 4.073898)"
"2,023","2023/08/06","domingo","20:30:00","URBANA","CALLE 27 CARRERA 9CW","VERTICAL","LAS NIEVES","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.204025 4.085555)"
"2,023","2023/08/07","lunes","03:40:00","RURAL","TULUA VIA RIO FRIO","VERTICAL","VIA RIOFRIO","CAIDA OCUPANTE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.202004 4.084235)"
"2,023","2023/08/08","martes","18:30:00","URBANA","CALLE 25 CARRERA 26","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.196777 4.086061)"
"2,023","2023/08/10","jueves","16:00:00","URBANA","CALLE 41B CARRERA 24","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196802 4.069506)"
"2,023","2023/08/12","sabado","10:45:00","URBANA","CALLE 21 CARRERA 26","HORIZONTALES","TOMAS URIBE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196178 4.089392)"
"2,023","2023/08/14","lunes","08:10:00","URBANA","CARRERA 35 CALLE 24","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.189762 4.085509)"
"2,023","2023/08/14","lunes","16:50:00","URBANA","CARERRA 40 CALLE 29","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.187571 4.079096)"
"2,023","2023/08/14","lunes","22:25:00","URBANA","TRANSVERSAL 12 CARRERA 22","SEMAFORO","COMUNA 8","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.201856 4.096575)"
"2,023","2023/08/15","martes","18:42:00","RURAL","VIA TULUA NARI„O +1KM 500 MTS","NO INFORMA","No informa","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.176842 4.075081)"
"2,023","2023/08/16","miercoles","12:55:00","URBANA","CARRERA 18 CALLE 53","HORIZONTALES","SAN FRANCISCO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.205247 4.080567)"
"2,023","2023/08/17","jueves","10:48:00","URBANA","CARRERA 40 FRENTE A LA HACIENDA TOBIAS","HORIZONTALES","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.188386 4.077806)"
"2,023","2023/08/18","viernes","17:30:00","URBANA","CARRERA 25 CALLE 23","VERTICAL","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.197253 4.087862)"
"2,023","2023/08/18","viernes","18:30:00","URBANA","CARRERA 23 CALLE 21","VERTICAL","PALOBONITO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198517 4.08983)"
"2,023","2023/08/20","domingo","03:50:00","RURAL","VIA NARI„O CAI CORALIA","NO INFORMA","NARI„O","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.211616 4.086879)"
"2,023","2023/08/23","miercoles","22:24:00","URBANA","CARRERA 27A CALLE 47","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197091 4.065628)"
"2,023","2023/08/25","viernes","11:55:00","URBANA","CARRERA 35 CALLE 28","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.190457 4.082288)"
"2,023","2023/08/26","sabado","08:30:00","URBANA","CALLE 22 CARRERA 17","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.202509 4.090028)"
"2,023","2023/08/28","lunes","05:50:00","URBANA","CARRERA 40 CALLE 34","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189682 4.075815)"
"2,023","2023/08/31","jueves","18:50:00","URBANA","CARRERA 26 CALLE 31","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197723 4.080715)"
"2,023","2023/09/02","sabado","07:40:00","RURAL","VIA TULUA RIOFRIO","VERTICAL","NARI„O","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.176842 4.075081)"
"2,023","2023/09/03","domingo","21:00:00","URBANA","CALLE 24 TRANSVERSAL 12","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.205832 4.09193)"
"2,023","2023/09/04","lunes","18:00:00","URBANA","CALLE 22 CARRERA 18","VERTICAL","ROJAS","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.201904 4.089889)"
"2,023","2023/09/04","lunes","19:40:00","URBANA","CARRERA 26 CALLE 22","VERTICAL","TOMAS URIBE","CHOQUE","PUBLICO","CON HERIDOS","TAXI","POINT (-76.196312 4.088564)"
"2,023","2023/09/05","martes","19:40:00","URBANA","CALLE 28 CARERRA 19","VERTICAL","LA HERRADURA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.202607 4.084289)"
"2,023","2023/09/06","miercoles","14:20:00","URBANA","CARERRA 40 SALIDA SUR","HORIZONTALES","SALIDA SUR","CHOQUE","PUBLICO","CON HERIDOS","CAMION","POINT (-76.188386 4.077806)"
"2,023","2023/09/07","jueves","06:45:00","URBANA","CARRERA 30 # 15-22","SEMAFORO","POPULAR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189743 4.091668)"
"2,023","2023/09/07","jueves","10:15:00","URBANA","CARRERA 18 CALLE 19","VERTICAL","LA CAMPI„A","CHOQUE","PUBLICO","CON HERIDOS","TAXI","POINT (-76.205247 4.080567)"
"2,023","2023/09/08","viernes","18:10:00","URBANA","CARRERA 40 CALLE 25","HORIZONTALES","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186221 4.084033)"
"2,023","2023/09/09","sabado","13:50:00","URBANA","CALLE 26 A CARRERA 14","NO INFORMA","LAS DELICIAS","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.206972 4.088697)"
"2,023","2023/09/11","lunes","11:55:00","URBANA","CALLE 24 CARRERA 4","NO INFORMA","LAS AMERICAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.210679 4.094004)"
"2,023","2023/09/11","lunes","22:20:00","URBANA","TRANSVERSAL 12 CALL 6","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/09/13","miercoles","05:50:00","RURAL","VIA CALI-ANDALUCIA KM 95+100","HORIZONTALES","VIA NACIONAL","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.176842 4.075081)"
"2,023","2023/09/14","jueves","09:50:00","URBANA","CALLE 21 CARRERA 18","VERTICAL","ROJAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201745 4.090598)"
"2,023","2023/09/15","viernes","03:21:36","URBANA","CALLE 30 CARRERA 24Q","HORIZONTALES","COMUNA 5","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194483 4.080956)"
"2,023","2023/09/17","domingo","09:30:00","URBANA","CARERRA 34 FRENTE 22-21","NO INFORMA","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.192256 4.07998)"
"2,023","2023/09/17","domingo","02:20:00","URBANA","CARRERA 40 CALLE 30A","NO INFORMA","MIRAFLORES","VOLCAMIENTO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188199 4.078092)"
"2,023","2023/09/18","lunes","07:55:00","URBANA","CARERRA 26A FRENTE 41-109","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198345 4.075034)"
"2,023","2023/09/22","viernes","11:30:00","URBANA","CARERRA 22 CALLE 24","VERTICAL","COMUNA 4","CHOQUE","PARTICULAR","CON HERIDOS","BICICLETA","POINT (-76.199787 4.087487)"
"2,023","2023/09/22","viernes","05:50:00","URBANA","CARRERA 25 CALLE 29","SEMAFORO","COMUNA 4","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.19828 4.082701)"
"2,023","2023/09/24","domingo","01:50:00","URBANA","CARRERA 40 CALLE 20","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.184973 4.086495)"
"2,023","2023/09/24","domingo","05:25:00","URBANA","POR REVISAR","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.191499 4.089869)"
"2,023","2023/09/25","lunes","00:00:00","URBANA","CARRERA 40 CALLE 36","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.190563 4.074463)"
"2,023","2023/09/25","lunes","06:30:00","RURAL","VIA CALI-ANDALUCIA KM 96+95","NO INFORMA","VIA NACIONAL","CHOQUE","NO INFORMA","CON MUERTO","NO INFORMA","POINT (-76.176842 4.075081)"
"2,023","2023/09/25","lunes","12:15:00","URBANA","CALLE 22 CARRERA 19","REDUCTOR VELOCIDAD","RUBEN CRUZ","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.201423 4.089717)"
"2,023","2023/09/25","lunes","23:40:00","URBANA","TRANSVERSAL 12 CALLE 6","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/09/26","martes","11:10:00","URBANA","CARRERA 21 CALLE 42","NO INFORMA","PRINCIPE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203455 4.072226)"
"2,023","2023/09/27","miercoles","14:50:00","URBANA","CALLE 43 CARRERA 43 DIAGONAL SEDE U","NO INFORMA","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.190871 4.070497)"
"2,023","2023/09/30","sabado","19:40:00","URBANA","CARRERA 40 FRENTE CUEROS SALON SHOW","NINGUNO","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.188386 4.077806)"
"2,023","2023/10/01","domingo","03:00:00","URBANA","CALLE 13 # 38B53","NO INFORMA","COMUNA 3","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.184657 4.092321)"
"2,023","2023/10/01","domingo","18:05:00","URBANA","CALLE 13 EL DOREDO","NO INFORMA","DORADO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186988 4.094432)"
"2,023","2023/10/04","miercoles","12:30:00","URBANA","CALLE 22 CARRERA 21","VERTICAL","COMUNA 4","CHOQUE","PUBLICO","CON HERIDOS","MICROBUS","POINT (-76.200025 4.0893)"
"2,023","2023/10/06","viernes","10:54:00","URBANA","CARRERA 23 CALLE 31","NO INFORMA","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.200138 4.080899)"
"2,023","2023/10/08","domingo","07:45:00","URBANA","CARRERA 26 CALLE 29","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197407 4.082535)"
"2,023","2023/10/08","domingo","13:20:00","URBANA","CARRERA 27 CALLE 32","VERTICAL","SALESIANO","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.197063 4.079788)"
"2,023","2023/10/12","jueves","18:30:00","URBANA","CALLE 27A 40-470","NO INFORMA","AVENIDA CALI","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201606 4.084818)"
"2,023","2023/10/13","viernes","09:20:00","URBANA","CALLE 27 CARRERA 33","NO INFORMA","COMUNA 2","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.191792 4.083412)"
"2,023","2023/10/14","sabado","01:40:00","URBANA","CARRERA 40 SALIDA SUR","NINGUNO","PUNTA DEL SUR","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.188386 4.077806)"
"2,023","2023/10/14","sabado","18:30:00","RURAL","VIA TULUA-RIOFRIO FRENTE AEROPUERTO FARFAN","NO INFORMA","FARFAN","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.224129 4.090433)"
"2,023","2023/10/15","domingo","10:00:00","URBANA","CALLE 24 CARRERA 10","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.206809 4.092774)"
"2,023","2023/10/16","lunes","21:15:00","URBANA","CALLE 27 CARRERA 15","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.207027 4.086071)"
"2,023","2023/10/16","lunes","00:15:00","URBANA","CARRERA 40 CALLE 34","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189682 4.075815)"
"2,023","2023/10/17","martes","05:30:00","URBANA","CARRERA 33 CALLE 29","HORIZONTALES","VICTORIA","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.192694 4.081073)"
"2,023","2023/10/18","miercoles","01:50:00","URBANA","CALLE 43 # 45-07","NO INFORMA","VILLA CAMPESTRE","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.18059 4.071678)"
"2,023","2023/10/18","miercoles","19:50:00","URBANA","CALLE 13 CARRERA 48","NO INFORMA","LA CRUZ","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.173495 4.091365)"
"2,023","2023/10/20","viernes","13:58:00","URBANA","CARRERA 40 DIAGONAL TERPEL LOS OLIVOS","HORIZONTALES","SALIDA SUR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191558 4.084764)"
"2,023","2023/10/23","lunes","08:20:00","URBANA","CALLE 13 I # 28F50","NO INFORMA","EL BOSQUE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186988 4.094432)"
"2,023","2023/10/23","lunes","17:30:00","URBANA","CALLE 36 # 43-50","NINGUNO","VILLA CAMPESTRE","ATROPELLO","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.188052 4.072506)"
"2,023","2023/10/25","miercoles","10:40:00","URBANA","CALLE 27 CARRERA 39","VERTICAL","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.187475 4.08255)"
"2,023","2023/10/26","jueves","06:20:00","URBANA","CARRERA 24 CALLE 42","VERTICAL","COMUNA 5","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201924 4.071545)"
"2,023","2023/10/28","sabado","18:30:00","URBANA","CALLE 24 CARRERA 3","VERTICAL","FARFAN","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.211506 4.094094)"
"2,023","2023/10/29","domingo","21:10:00","URBANA","TRANSVERSAL 10 CALLE 24","NO INFORMA","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.177713 4.094505)"
"2,023","2023/10/29","domingo","07:22:00","RURAL","VIA CORREGIMIENTO CEILAN","NO INFORMA","VIA CEILAN","CHOQUE","PARTICULAR","CON MUERTO","CAMPERO","POINT (-76.191499 4.089869)"
"2,023","2023/10/30","lunes","13:10:00","URBANA","CARRERA 21 CALLE 32","VERTICAL","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201795 4.080615)"
"2,023","2023/10/31","martes","21:05:00","URBANA","CALLE 24 CARRERA 4","NO INFORMA","VILLA DEL SUR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.210679 4.094004)"
"2,023","2023/11/01","miercoles","12:00:00","URBANA","CALLE 25 # 8-67","NINGUNO","PORVENIR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.208326 4.093328)"
"2,023","2023/11/03","viernes","06:20:00","URBANA","CARERRA 40 CRUCE ESTAMBUL","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.179368 4.091714)"
"2,023","2023/11/03","viernes","19:20:00","URBANA","CARRERA 40 CALLE 30","NO INFORMA","EL RETIRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188001 4.07837)"
"2,023","2023/11/04","sabado","11:30:00","URBANA","CALLE 21 CARRERA 18","NO INFORMA","RUBEN CRUZ","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201745 4.090598)"
"2,023","2023/11/04","sabado","18:10:00","URBANA","EV PRINCIPAL AGUACLARA","VERTICAL","AGUACLARA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194503 4.10457)"
"2,023","2023/11/04","sabado","19:00:00","URBANA","CARRERA 40 SALIDA SUR TULUA","NINGUNO","LAS ACACIAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,023","2023/11/05","domingo","No informa","URBANA","CALLE 27 TRANSVERSAL 12","SEMAFORO","LA ESPERANZA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/11/07","martes","07:20:00","URBANA","CARERRA 40 FRENTE RANCHO PANORAMA","HORIZONTALES","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.177198 4.094367)"
"2,023","2023/11/07","martes","16:28:00","URBANA","CALLE 27 CARRERA 3 OESTE","NO INFORMA","No informa","ATROPELLO","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.214013 4.090261)"
"2,023","2023/11/07","martes","20:00:00","URBANA","CARRERA 40 CALLE 27","NO INFORMA","SAN VICENTE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186514 4.08234)"
"2,023","2023/11/08","miercoles","19:30:00","URBANA","CALLE 15 FRENTE 29A-05","NINGUNO","POPULAR","ATROPELLO","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.530233 3.397737)"
"2,023","2023/11/10","viernes","08:13:00","URBANA","CARRERA 27 A  42-390","DELINEADOR DE PISO","COMUNA 5","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.19689 4.068812)"
"2,023","2023/11/10","viernes","18:50:00","URBANA","CALLE 29 A CON CRA 40","PARE","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.187871 4.078569)"
"2,023","2023/11/10","viernes","11:30:00","URBANA","CARRERA 22A CALLE 6","PARE","VILLA COLOMBIA","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.206369 4.100175)"
"2,023","2023/11/10","viernes","14:48:00","URBANA","TRANSVERSAL 12 CARRERA 28","NO INFORMA","7 DE AGOSTO","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.197587 4.102114)"
"2,023","2023/11/15","miercoles","12:30:00","URBANA","CALLE 21 CARERRA 18","HORIZONTALES","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201745 4.090598)"
"2,023","2023/11/17","viernes","12:20:00","URBANA","CARERRA 33 CALLE 24","VERTICAL","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","CAMION","POINT (-76.191588 4.085806)"
"2,023","2023/11/18","sabado","14:13:00","URBANA","CARRERA 23 CALLE 32","VERTICAL","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.20023 4.080268)"
"2,023","2023/11/21","martes","17:30:00","URBANA","CARRERA 40 FRENTE 28-28","NINGUNO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,023","2023/11/21","martes","21:07:00","URBANA","CARRERA 21 CALLE 41A","NO INFORMA","PRINCIPE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203237 4.072715)"
"2,023","2023/11/22","miercoles","09:24:00","URBANA","CARRERA 25C CALLE 12B","NO INFORMA","LA GRACIELA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196132 4.09675)"
"2,023","2023/11/24","viernes","06:56:00","URBANA","CARRERA 35 CALLE 24","VERTICAL","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189762 4.085509)"
"2,023","2023/11/24","viernes","08:30:00","URBANA","CARRERA 35 CALLE 24","VERTICAL","ALVERNIA","CHOQUE","PARTICULAR","SOLO DA„OS","CAMPERO","POINT (-76.189762 4.085509)"
"2,023","2023/11/24","viernes","16:00:00","URBANA","CALLE 24 CARERRA 38","VERTICAL","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.187628 4.085132)"
"2,023","2023/11/24","viernes","22:20:00","URBANA","CALLE 5 CARRERA 19","VERTICAL","JORGE ELIECER GAITAN","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.205218 4.101464)"
"2,023","2023/11/25","sabado","16:10:00","URBANA","CALLE 14 CARRERA 23","NO INFORMA","MARACAIBO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199295 4.094935)"
"2,023","2023/11/25","sabado","18:10:00","URBANA","CARERRA 34 CALLE 28","VERTICAL","VICTORIA","CHOQUE","PUBLICO","SOLO DA„OS","CAMIONETA","POINT (-76.191298 4.082456)"
"2,023","2023/11/25","sabado","19:45:00","URBANA","TRANSVERSAL 12 CALLE 27","SEMAFORO","BUENOS AIRES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/11/25","sabado","08:20:00","URBANA","CARRERA 40 CALLE 27","NINGUNO","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186514 4.08234)"
"2,023","2023/11/27","lunes","12:50:00","URBANA","CALLE 34 CARERRA 34","VERTICAL","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193265 4.077264)"
"2,023","2023/11/30","jueves","19:22:00","RURAL","VIA TULUA - NARI„O DISCOTECA EL AMERICANO","VERTICAL","NARI„O","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.237872 4.094317)"
"2,023","2023/12/01","viernes","19:30:00","URBANA","CALLE 25 CARRERA 33A","VERTICAL","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191182 4.084897)"
"2,023","2023/12/01","viernes","07:40:00","URBANA","CARRERA 28A TRANSVERSAL 12","SEMAFORO","SAN ANTONIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193382 4.101963)"
"2,023","2023/12/02","sabado","10:20:00","URBANA","CARRERA 25 CALLE 24","VERTICAL","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197422 4.087031)"
"2,023","2023/12/03","domingo","07:10:00","URBANA","CARRERA 10 CALLE 25B","VERTICAL","MARANDUA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.207899 4.091805)"
"2,023","2023/12/03","domingo","00:10:00","URBANA","CARRERA 33 CALLE 36","VERTICAL","FATIMA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194627 4.076154)"
"2,023","2023/12/03","domingo","03:37:00","URBANA","CALLE 25 3 52","NINGUNO","SAN PEDRO CLAVER","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.189907 4.084693)"
"2,023","2023/12/03","domingo","09:00:00","URBANA","CALLE 24 CARRERA 10","NINGUNO","PORVENIR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.206809 4.092774)"
"2,023","2023/12/04","lunes","20:00:00","URBANA","CALLE 26 CARRERA 35","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.190054 4.083826)"
"2,023","2023/12/05","martes","21:30:00","URBANA","CARRERA 22 CALLE 29","NINGUNO","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.200496 4.083216)"
"2,023","2023/12/07","jueves","20:40:00","URBANA","CALLE 28 CARRERA 24","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198933 4.083646)"
"2,023","2023/12/13","miercoles","05:50:00","URBANA","CARRERA 22 TRANSVERSAL 12","SEMAFORO","DEPARTAMENTAL","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.201856 4.096575)"
"2,023","2023/12/10","domingo","22:00:00","URBANA","CALLE 32 17 44","NINGUNO","PUEBLO NUEVO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204463 4.081661)"
"2,023","2023/12/12","martes","12:00:00","URBANA","CARRERA 35 CALLE 31","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191311 4.078788)"
"2,023","2023/12/12","martes","06:45:00","URBANA","CARRERA 40 CALLE 25","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186221 4.084033)"
